varName	description	ntotal	top_rhoAbs	top_pvalue	top_fdr	NA	gap_gm_beta	gap_gm_se	gap_gm_rho	gap_gm_pvalue	gap_gm_fdr	NA.1	gap_wm_beta	gap_wm_se	gap_wm_rho	gap_wm_pvalue	gap_wm_fdr	NA.2	gap_gwm_beta	gap_gwm_se	gap_gwm_rho	gap_gwm_pvalue	gap_gwm_fdr	NA.3	n	varType	resType	custom_category	Path
22601#11513250	Job coding: bank manager, bank section manager, building society manager, post/sub-post office manager	8483	0.0118674879532777	0.274401806824692	0.789730516167509		-0.00153779875261258	0.021432751731185	-0.000779302795638055	0.942786663837138	0.986188074136667		-0.0233652461326744	0.0213822884329751	-0.0118674879532777	0.274401806824692	0.789730516167509		-0.0147456324109976	0.022387345824896	-0.00715398072611673	0.509996128730982	0.866450683518582		8306/177(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
22617#1151	Job code - historical: Financial institution managers	8483	0.0118674879532777	0.274401806824692	0.789730516167509		-0.00153779875261258	0.021432751731185	-0.000779302795638055	0.942786663837138	0.986188074136667		-0.0233652461326744	0.0213822884329751	-0.0118674879532777	0.274401806824692	0.789730516167509		-0.0147456324109976	0.022387345824896	-0.00715398072611673	0.509996128730982	0.866450683518582		8306/177(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41272#T123	Operative procedures - OPCS4: T12.3 Aspiration of pleural cavity	15549	0.00875533272675352	0.274954717062181	0.789730516167509		0.0024856309824409	0.0615034435820918	0.000324335839339105	0.967741812636639	0.991336257839512		0.06606635831748	0.0605066279214507	0.00875533272675352	0.274954717062181	0.789730516167509		0.0384898949948452	0.063866334920606	0.00483590946226202	0.546518639977793	0.889125821581229		15528/21(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41200#C463	Operative procedures - main OPCS4: C46.3 Penetrating graft to cornea	15549	0.00875258944266847	0.275105154550977	0.789730516167509		0.0334281465650509	0.0807521227880974	0.00332462911140301	0.678476960038734	0.911721547441518		0.0869859031804165	0.0796760671877686	0.00875258944266847	0.275105154550977	0.789730516167509		0.064571456483142	0.0838439841221663	0.00618139944181348	0.440850003263082	0.825801160540875		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#C463	Operative procedures - OPCS4: C46.3 Penetrating graft to cornea	15549	0.00875258944266847	0.275105154550977	0.789730516167509		0.0334281465650509	0.0807521227880974	0.00332462911140301	0.678476960038734	0.911721547441518		0.0869859031804165	0.0796760671877686	0.00875258944266847	0.275105154550977	0.789730516167509		0.064571456483142	0.0838439841221663	0.00618139944181348	0.440850003263082	0.825801160540875		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
4825	Noisy workplace	5265	0.0122396109009687	0.374536501634504	0.789766146821116		0.006043601416819	0.00760288148056304	0.0101323709607021	0.462274844010706	0.814498504185488		0.0062941631698453	0.00780465092315394	0.0104291527419138	0.44926553243777	0.881516227773189		0.0077365342260309	0.00820284559181448	0.0122396109009687	0.374536501634504	0.789766146821116		5265	CAT-SIN	ORDERED-LOGISTIC	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing
41272#V544	Operative procedures - OPCS4: V54.4 Injection around spinal facet of spine	15549	0.00644491698773221	0.421617633788659	0.789775045276334		-0.0224268024291581	0.0279115895088345	-0.00644491698773221	0.421617633788659	0.789775045276334		0.00837998960972667	0.0277207214732707	0.00242448977972358	0.762419777676257	0.967129629996157		-0.00707670148187172	0.0291457037243684	-0.00194758900906654	0.808128821570371	0.960708512599512		15446/103(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41248#5001	Destinations on discharge from hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E	15445	0.00646426688668138	0.421783806035884	0.789787384060382		0.011338194065457	0.0141153274604767	0.00646426688668138	0.421783806035884	0.789787384060382		0.00352861991270021	0.0140473267420593	0.00202149507425161	0.801650641377463	0.973252452775868		0.00746398354811422	0.014721806819917	0.004080193619226	0.612120198275124	0.904666625824611		15036/409(15445)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
41200#S081	Operative procedures - main OPCS4: S08.1 Curettage and cauterisation of lesion of skin of head or neck	15549	0.00873746025151415	0.275935825290412	0.790281481112413		-0.00391112951499169	0.0785721611943902	-0.000399760465862539	0.960245762253897	0.990069480552666		-0.0832373428560643	0.076451088018367	-0.00873746025151415	0.275935825290412	0.790281481112413		-0.0600815657012454	0.0807929518227541	-0.00597854073638223	0.455991703787761	0.83457949040149		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
90096	Fraction acceleration <= 5 milli-gravities	6720	0.013266446855248	0.276834063609511	0.790669577450101		0.00210623307531108	0.00344449492874802	0.00746113465848152	0.540830871808547	0.855899220095988		-0.00371700792501648	0.00341840609401213	-0.013266446855248	0.276834063609511	0.790669577450101		-0.00134939299018194	0.00358115986449837	-0.00459779910108531	0.70628117160125	0.936655005757362		6720	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration intensity distribution
22601#23133420	Job coding: education officer, director of education, curriculum development officer	8483	0.0117898607826564	0.277553593961192	0.790669577450101		-0.00360037043966587	0.0325930223278107	-0.00119986727210976	0.912013904384415	0.98140129194009		-0.0352401271172399	0.0324613914828958	-0.0117898607826564	0.277553593961192	0.790669577450101		-0.0242417689785739	0.0339335537384867	-0.00776012692006929	0.474813100453113	0.850135176036145		8409/74(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
22601#52492949	Job coding: electronic engineer (maintenance), alarm engineer, office equipment engineer	8483	0.0117872640126504	0.277659451292195	0.790669577450101		0.017617211906085	0.0437088186734082	0.00437805783110358	0.686808841032672	0.913085800841892		-0.0476246408854276	0.0438797011303202	-0.0117872640126504	0.277659451292195	0.790669577450101		-0.025754496854413	0.0460016659874908	-0.00608210735939616	0.575393572754983	0.901822058826419		8440/43(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
26433	Access to services score (Scotland)	927	0.0356697666932309	0.277680606424069	0.790669577450101		-0.00378160800564479	0.00932584157337539	-0.013344834561759	0.684813548598731	0.913085800841892		-0.010194993905286	0.00939840034837068	-0.0356697666932309	0.277680606424069	0.790669577450101		-0.00855318700770792	0.00986306876083582	-0.0285254852959581	0.385437060138847	0.795113173374369		927	CONTINUOUS	LINEAR	Sociodemographics	Population characteristics > Baseline characteristics > Indices of Multiple Deprivation
22601#32133075	Job coding: paramedic, ambulance paramedic	8483	0.008707370103923	0.422603556561051	0.790701365229129		-0.0591303798972352	0.0737924352021881	-0.008707370103923	0.422603556561051	0.790701365229129		0.0265859295879264	0.0726025433713803	0.00397720044724686	0.714161663891274	0.956224383554247		-0.0175727117208846	0.0768702741408948	-0.0024840040018392	0.819056655430788	0.965036257044947		8467/16(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20003#1141187818	Treatment/medication code: cialis 20mg tablet	15549	0.00642697900820269	0.422910994900284	0.790701365229129		-0.0585402742781102	0.0731472012114637	-0.00642697900820269	0.422910994900284	0.790701365229129		-0.0252044251497267	0.0720961274677125	-0.00280301116514262	0.726712368259059	0.958900395678757		-0.0493286202896435	0.0762416017909459	-0.00519651997811056	0.517017029203334	0.869971923449316		15534/15(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
22601#81172834	Job coding: metal making or metal treating process worker, machine operator, furnaceman	8483	0.0117642839311392	0.278597432128787	0.790881031585503		0.00859235142990275	0.0594676575071199	0.00156967296846218	0.885062195130089	0.974731153557018		0.0632095579362059	0.0583533497059701	0.0117642839311392	0.278597432128787	0.790881031585503		0.0481932893322103	0.0613673180620923	0.00853259374047	0.43197577650847	0.817747447100675		8460/23(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
22617#8117	Job code - historical: Metal making and treating process operatives	8483	0.0117642839311392	0.278597432128787	0.790881031585503		0.00859235142990275	0.0594676575071199	0.00156967296846218	0.885062195130089	0.974731153557018		0.0632095579362059	0.0583533497059701	0.0117642839311392	0.278597432128787	0.790881031585503		0.0481932893322103	0.0613673180620923	0.00853259374047	0.43197577650847	0.817747447100675		8460/23(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
20550#3	Activities undertaken to treat anxiety: Other therapeutic activities such as mindfulness, yoga or art classes	10487	0.0105197174874361	0.281373220438095	0.791018159376786		-0.00339324402067749	0.016218946822148	-0.00204348127233729	0.834256722799625	0.961563214555488		-0.0177138967866927	0.0164456017607425	-0.0105197174874361	0.281373220438095	0.791018159376786		-0.0127936405646201	0.0171812745271243	-0.00727281555945966	0.456435552047502	0.835083011860661		10169/318(10487)	CAT-MUL	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Anxiety
41272#N201	Operative procedures - OPCS4: N20.1 Excision of lesion of spermatic cord	15549	0.00862979611557553	0.281896524072875	0.791018159376786		-0.0147716378589375	0.0285589000619948	-0.00414889599585237	0.604932531885283	0.884160746575952		-0.0305886751424318	0.0284266264326899	-0.00862979611557553	0.281896524072875	0.791018159376786		-0.0261605165394197	0.0298506705495463	-0.00702971969990696	0.380736212668162	0.792567713891893		15451/98(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41200#A542	Operative procedures - main OPCS4: A54.2 Injection of therapeutic substance into cerebrospinal fluid	15549	0.00862054884023224	0.282412530391623	0.791018159376786		0.0377699607228567	0.086770683904535	0.00349151133240875	0.663307776207765	0.902587347938474		0.091431876566971	0.0849109682939963	0.00862054884023224	0.282412530391623	0.791018159376786		0.0633716490285019	0.0900195849044416	0.00564175218343028	0.481764273325558	0.854264202324682		15538/11(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#M662	Operative procedures - secondary OPCS4: M66.2 Endoscopic incision of outlet of male bladder NEC	15549	0.00861905177918791	0.282496127928963	0.791018159376786		-0.0316457876991673	0.0510810544784508	-0.00497161034548688	0.535319760121174	0.853474396176707		0.0534388836061108	0.0497182469041486	0.00861905177918791	0.282496127928963	0.791018159376786		0.015737330853032	0.0527474367012709	0.00239421702476246	0.765298641902567	0.951841646998618		15519/30(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z815	Operative procedures - secondary OPCS4: Z81.5 Elbow joint	15549	0.00861743548399022	0.282586402460731	0.791018159376786		0.00150425555332472	0.0393039050956198	0.000306997063281751	0.969465447926329	0.991338189427364		-0.04338165618122	0.0403665871741366	-0.00861743548399022	0.282586402460731	0.791018159376786		-0.021750094762789	0.0419126791705188	-0.00416232284887823	0.603764519199666	0.90443794885554		15496/53(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z815	Operative procedures - OPCS4: Z81.5 Elbow joint	15549	0.00861743548399022	0.282586402460731	0.791018159376786		0.00150425555332472	0.0393039050956198	0.000306997063281751	0.969465447926329	0.991338189427364		-0.04338165618122	0.0403665871741366	-0.00861743548399022	0.282586402460731	0.791018159376786		-0.021750094762789	0.0419126791705188	-0.00416232284887823	0.603764519199666	0.90443794885554		15496/53(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#H523	Operative procedures - OPCS4: H52.3 Injection of sclerosing substance into haemorrhoid	15549	0.00709399432702691	0.376396441601591	0.791097466149374		-0.0275424881667258	0.0456906091469732	-0.00483595278347244	0.546515046411203	0.859501853434877		-0.0386532717908456	0.0459949642324048	-0.00673855547158446	0.400777506173442	0.869933279847528		-0.0426156512011736	0.0481922436859938	-0.00709399432702691	0.376396441601591	0.791097466149374		15510/39(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#T744	Operative procedures - OPCS4: T74.4 Injection of therapeutic substance into tendon NEC	15549	0.00705544670014823	0.378995471149775	0.79126136780597		-0.0732331167847051	0.0916035314471803	-0.00641571697590729	0.423724193685955	0.79126136780597		-0.0744335596670188	0.0919918859073473	-0.00647844561396958	0.419206387387163	0.873442705001958		-0.0854949555770146	0.0973083132962607	-0.00705544670014823	0.378995471149775	0.792256117503477		15539/10(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Z272	Operative procedures - secondary OPCS4: Z27.2 Stomach	15549	0.00640934086817624	0.424184999202662	0.79126136780597		0.00636610058947861	0.00796635378815471	0.00640934086817624	0.424184999202662	0.79126136780597		0.000378210895421347	0.00796200671862794	0.000380993932822183	0.962110565117239	0.997447002868089		0.00346987049535246	0.00833439424315132	0.00333922219796766	0.677145163193504	0.926394421586014		14165/1384(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z272	Operative procedures - OPCS4: Z27.2 Stomach	15549	0.00640934086817624	0.424184999202662	0.79126136780597		0.00636610058947861	0.00796635378815471	0.00640934086817624	0.424184999202662	0.79126136780597		0.000378210895421347	0.00796200671862794	0.000380993932822183	0.962110565117239	0.997447002868089		0.00346987049535246	0.00833439424315132	0.00333922219796766	0.677145163193504	0.926394421586014		14165/1384(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22617#8133	Job code - historical: Routine inspectors and testers	8483	0.00867660514502075	0.424244609403849	0.79126136780597		-0.0294449462133703	0.0368603071325422	-0.00867660514502075	0.424244609403849	0.79126136780597		-0.00468411999380922	0.0361214410446279	-0.0014082943508194	0.896809117034909	0.98948286011148		-0.0134005850812648	0.038144621685651	-0.00381633050469791	0.725245237854493	0.942287692448717		8423/60(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
41272#W889	Operative procedures - OPCS4: W88.9 Unspecified diagnostic endoscopic examination of other joint	15549	0.00640733953943283	0.424329696940199	0.79126136780597		-0.0555366463851373	0.0695274280836591	-0.00640733953943283	0.424329696940199	0.79126136780597		0.00254201242363829	0.0703948137884625	0.000289423900366426	0.97121252893282	0.997447002868089		-0.0242046035379922	0.0739890045264434	-0.00262352777450645	0.743575209810904	0.94718486322623		15531/18(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#E041	Operative procedures - secondary OPCS4: E04.1 Submucous diathermy to turbinate of nose	15549	0.0063976306202172	0.425032069259239	0.791670161621184		0.0237583146660638	0.0297870994550499	0.0063976306202172	0.425032069259239	0.791670161621184		0.0062604372883597	0.0304620904861622	0.00164827476783282	0.837166092574143	0.979317382501794		0.0148363289046716	0.031670186996734	0.00375750807731035	0.639414196246725	0.914485081791354		15457/92(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#35672697	Job coding: health and safety officer, occupational hygienist, safety adviser	8483	0.00865594487439227	0.425348749191903	0.791670161621184		0.0506003231529108	0.0635045692689757	0.00865594487439227	0.425348749191903	0.791670161621184		-0.00661706309315331	0.0613514016173034	-0.00117185390951668	0.914060065441137	0.992572957335734		0.0175940395433174	0.0650775092280212	0.00293879631835491	0.786666533410065	0.955562695550853		8463/20(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
6155#4	Vitamin and mineral supplements: Vitamin D	15463	0.00640749962723053	0.425602395511036	0.791710362291414		0.012167722379117	0.0152733886643189	0.00640749962723053	0.425602395511036	0.791710362291414		0.0011156363198467	0.0152478545892544	0.000588464948879275	0.941669979521075	0.997447002868089		0.00819469448940326	0.0159539977405305	0.00413124533722995	0.607466783125765	0.904666625824611		15116/347(15463)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
41229#5P5	PCT responsible for patient data: SURREY PCT	15549	0.00638491652801153	0.425952870802387	0.791901111044708		-0.0197878092533096	0.0248689646875091	-0.00638491652801153	0.425952870802387	0.791901111044708		0.0120670016548739	0.0249187227142187	0.00388573650036404	0.628026201463004	0.939076788601741		-0.00453844280340916	0.0260368789701056	-0.00139869083934361	0.861551438096514	0.976372353363785		15412/137(15549)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
22133	Doctor diagnosed sarcoidosis	8675	0.00947414014826856	0.377584182734507	0.792142484253105		0.0325530457884618	0.048787113251456	0.00716768929385189	0.504429519452541	0.842174056567237		0.0398882246203232	0.048259965436673	0.00887830373994409	0.40831662684091	0.872315521604571		0.0447893836437492	0.0507910772631023	0.00947414014826856	0.377584182734507	0.792142484253105		8640/35(8675)	CAT-SIN	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Medical information
41272#S275	Operative procedures - OPCS4: S27.5 Local flap of skin to head or neck NEC	15549	0.00851465170824175	0.288367332847329	0.792256117503477		-0.0109493939843264	0.0273074999119455	-0.00321648137028605	0.688377828450484	0.913184900991417		-0.0285044599169435	0.0268499261604965	-0.00851465170824175	0.288367332847329	0.794345843126798		-0.024966476211835	0.0283284860658013	-0.00706993820603219	0.37801710552276	0.792256117503477		15443/106(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
2306	Weight change compared with 1 year ago	15379	0.00735262400062542	0.361884714729417	0.792256117503477		-0.00183429789903893	0.00434609287332821	-0.00314017087455822	0.696983400610463	0.913256777765735		-0.00431593162439381	0.00445353899048528	-0.00735262400062542	0.361884714729417	0.838371414506509		-0.00433916560537516	0.00466604527952471	-0.00708371963529115	0.379709413120789	0.792256117503477		15379	CAT-SIN	ORDERED-LOGISTIC	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health
41210#Z349	Operative procedures - secondary OPCS4: Z34.9 Aorta NEC	15549	0.00803394245212634	0.31645690692053	0.7924420070933		0.0691752448901877	0.08715986722725	0.0063764863753162	0.426564054737634	0.7924420070933		-0.0857654926482642	0.0856190357675313	-0.00803394245212634	0.31645690692053	0.819542246127526		-0.0301079800215105	0.0900805046242193	-0.00268702763693072	0.737594714462262	0.946018045350617		15539/10(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z349	Operative procedures - OPCS4: Z34.9 Aorta NEC	15549	0.00803394245212634	0.31645690692053	0.7924420070933		0.0691752448901877	0.08715986722725	0.0063764863753162	0.426564054737634	0.7924420070933		-0.0857654926482642	0.0856190357675313	-0.00803394245212634	0.31645690692053	0.819542246127526		-0.0301079800215105	0.0900805046242193	-0.00268702763693072	0.737594714462262	0.946018045350617		15539/10(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
21	Weight method	15538	0.00813683574107597	0.31046958515135	0.79251152774943		-0.0134253250468188	0.0234968126344808	-0.0045846473078822	0.567692981221693	0.868072031440425		-0.02404239067148	0.0237061090528214	-0.00813683574107597	0.31046958515135	0.811635363037066		-0.0217548527285337	0.0248011449935896	-0.00703832127818481	0.380322262761143	0.79251152774943		15391/147(15538)	CAT-SIN	LOGISTIC-BINARY	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
20004#1197	Operation code: percutaneous/open kidney stone surgery/lithotripsy	15549	0.00793832787523794	0.322251197769154	0.792567713891893		0.0160207630880988	0.0279749045237185	0.00459385518595951	0.566778178123673	0.868072031440425		0.0273886960203546	0.027670926412499	0.00793832787523794	0.322251197769154	0.824897067687484		0.0254874528462278	0.0290746756540964	0.00703161944686677	0.380607504261339	0.792567713891893		15448/101(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
6149#1	Mouth/teeth dental problems: Mouth ulcers	15473	0.00704321294040848	0.380989814376402	0.792567713891893		0.00599354042945465	0.00769313112972394	0.00626386410211904	0.435903020072556	0.797441449664625		0.00468060042444105	0.00778272178673535	0.00483540060238258	0.547542885559535	0.923131155973285		0.00711473965853323	0.00812171085062672	0.00704321294040848	0.380989814376402	0.792567713891893		13954/1519(15473)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Mouth
41200#F094	Operative procedures - main OPCS4: F09.4 Surgical removal of tooth NEC	15549	0.00701882147207865	0.381475087086385	0.792624607520814		-0.0323468380215165	0.0431318026719549	-0.00601567421491271	0.45319832734457	0.805342377748035		-0.0317043058355526	0.0433484314884684	-0.00586474341381694	0.464612166204303	0.888847939182306		-0.0398267965815917	0.045516829209381	-0.00701882147207865	0.381475087086385	0.792624607520814		15505/44(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#U197	Operative procedures - OPCS4: U19.7 Removal of electrocardiography loop recorder	15549	0.00700902579109881	0.382139961632178	0.792627189249722		-0.0612523344984889	0.0819886015778738	-0.00599883328275722	0.454463992868724	0.806189354327632		-0.0546632364066767	0.0806680658472732	-0.00543250808483001	0.498167140772835	0.90113150142449		-0.0744227322866114	0.0852820962606125	-0.00700902579109881	0.382139961632178	0.792627189249722		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Y698	Operative procedures - secondary OPCS4: Y69.8 Other specified harvest of other tissue	15549	0.00859684984059455	0.283737877551851	0.792895966123157		0.0193150087357457	0.0525486839030982	0.00294887240990087	0.713104807530811	0.919181291326684		0.0567582775529567	0.0529433012581286	0.00859684984059455	0.283737877551851	0.792895966123157		0.04557965341873	0.0551424519306307	0.00663008569253428	0.408402751892993	0.807182595494578		15520/29(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y698	Operative procedures - OPCS4: Y69.8 Other specified harvest of other tissue	15549	0.00859684984059455	0.283737877551851	0.792895966123157		0.0193150087357457	0.0525486839030982	0.00294887240990087	0.713104807530811	0.919181291326684		0.0567582775529567	0.0529433012581286	0.00859684984059455	0.283737877551851	0.792895966123157		0.04557965341873	0.0551424519306307	0.00663008569253428	0.408402751892993	0.807182595494578		15520/29(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#X558	Operative procedures - OPCS4: X55.8 Other specified other operations on unspecified organ	15549	0.00858947563355856	0.284151131644541	0.793394485251063		0.0100562628952069	0.0642099652520228	0.00125676254521835	0.875479047626398	0.973434525574007		-0.0698631345395486	0.0652499136969985	-0.00858947563355856	0.284151131644541	0.793394485251063		-0.0316766973662049	0.0681938066892438	-0.00372794636930396	0.642051804472183	0.914485081791354		15529/20(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W834	Operative procedures - OPCS4: W83.4 Endoscopic articular abrasion chondroplasty	15549	0.00858588914519186	0.284352267325434	0.793394485251063		-0.020140060871594	0.0611869425721362	-0.00264038373155798	0.741986169402894	0.928925409283824		0.0654420950271073	0.0611193191539046	0.00858588914519186	0.284352267325434	0.793394485251063		0.0302614060897246	0.0640928344689891	0.00378710077121211	0.636778380801672	0.913884425116998		15527/22(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
102780	Other grain intake	2372	0.0178975056022629	0.383515314233248	0.793485489189107		0.0635535498437733	0.0829854032302269	0.015780518171919	0.442289344769059	0.799882044440339		0.0692899760655188	0.0857010651876151	0.0166153072668208	0.418521592020508	0.873442705001958		0.0762435221388355	0.0877010277057465	0.0178975056022629	0.383515314233248	0.793485489189107		2360/12(2372)	CAT-SIN	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday
41210#O291	Operative procedures - secondary OPCS4: O29.1 Subacromial decompression	15549	0.00698014276333778	0.384104507903878	0.793709064557951		0.0277927358841917	0.0398081724699038	0.00560107888079519	0.484929519524336	0.829481654423996		0.0327076356433619	0.0396701691864139	0.00661234204540853	0.409658271148738	0.872624965859293		0.0361446621954484	0.0415394991318017	0.00698014276333778	0.384104507903878	0.793709064557951		15499/50(15549)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140921828	Treatment/medication code: dicloflex 25mg e/c tablet	15549	0.00635995713226451	0.427763903486246	0.793730418827204		-0.0655239031453178	0.0827011098044093	-0.00635995713226451	0.427763903486246	0.793730418827204		0.00660143923083606	0.0804567825057093	0.000657978931758164	0.934613443693432	0.996853864835947		-0.0302876157477435	0.0854879308925109	-0.00284468811733126	0.722815252493461	0.941477682415213		15537/12(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
101160	Bread roll intake	2356	0.0163379649911906	0.427899122536064	0.793730418827204		0.0131756506004288	0.0135083744921303	0.0163379649911906	0.427899122536064	0.793730418827204		0.00830229107183527	0.0146686827444074	0.0100150241067133	0.627014181428803	0.939076788601741		0.0131041000566244	0.0148429501299798	0.0153107040569283	0.457522606858609	0.835848522402234		2356	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday
20003#1140911736	Treatment/medication code: ginseng product	15549	0.00635276955511241	0.42828625810209	0.793853442452151		0.0411407869644544	0.0519573740932309	0.00635276955511241	0.42828625810209	0.793853442452151		-0.0135441558811156	0.0526615074668182	-0.00206231201462006	0.797066606860282	0.972010190737496		0.0121908508391812	0.0548129983483157	0.0017842401562853	0.823945693982569	0.96603643855201		15520/29(15549)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
22601#81392821	Job coding: other assembler, routine operative	8483	0.00859285347287347	0.42873088626495	0.794082768010942		-0.0555548976822528	0.0702985765441256	-0.00859285347287347	0.42873088626495	0.794082768010942		-0.015291313124672	0.0698959157775426	-0.00237743568812619	0.826693478989787	0.977967672044132		-0.0416774069114978	0.0733698808099544	-0.00617861598845361	0.569346573793288	0.9007980158897		8467/16(8483)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
806	Job involves mainly walking or standing	10798	0.0102804733954459	0.285413744799899	0.794345843126798		0.000233940985135496	0.00472721009606872	0.000438466271540294	0.963662292952554	0.990069480552666		-0.00548432705251017	0.00487177420699339	-0.0102804733954459	0.285413744799899	0.794345843126798		-0.00335438624485645	0.00508504760963019	-0.00602565732731926	0.531249306105424	0.877057840546802		10798	CAT-SIN	ORDERED-LOGISTIC	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment
