varName	description	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_beta	a_gap_gm_se	a_gap_gm_rho	a_gap_gm_pvalue	a_gap_gm_fdr	NA.1	b_gap_gm_beta	b_gap_gm_se	b_gap_gm_rho	b_gap_gm_pvalue	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_beta	a_gap_wm_se	a_gap_wm_rho	a_gap_wm_pvalue	a_gap_wm_fdr	NA.4	b_gap_wm_beta	b_gap_wm_se	b_gap_wm_rho	b_gap_wm_pvalue	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_beta	a_gap_gwm_se	a_gap_gwm_rho	a_gap_gwm_pvalue	a_gap_gwm_fdr	NA.7	b_gap_gwm_beta	b_gap_gwm_se	b_gap_gwm_rho	b_gap_gwm_pvalue	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP	NA.9	a_n	b_n	a_varType	a_resType	custom_category	Path
41253#21	Inpatient record format: PEDW HES 2015	0.402602668634891	0.0132528166918831	0.0984108378194771	0.441744514089482		0.0455099039300324	0.0275437067082472	0.0132528166918831	0.0984108378194771	0.441744514089482		0.0200665221076983	0.0319451506911279	0.00480592146526094	0.529917353434188	0.856002808280774		0.546368800564992		0.0182416445176725	0.028058903686035	0.00521427157442134	0.515586358676499	0.908965826268928		-0.0178462938389659	0.0327376140356931	-0.00417050085897089	0.585697544959713	0.895686557569935		0.402602668634891		0.0383155057299801	0.0291330733100647	0.0105491048240525	0.18837017862248	0.628824531398083		0.0047203737440407	0.033839350595317	0.00106725325263426	0.889064475464063	0.975722209654885		0.451828593305667		15444/105(15549)	16999/85(17084)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
41246#1150	Treatment speciality of consultant (recoded): Cardiac surgery	0.345783892052206	0.0143208578594481	0.0670977709057069	0.441988164240458		0.0389656873253505	0.0236021744492626	0.0134103620922783	0.0986859813064672	0.441988164240458		0.0388139227064867	0.0516407794069837	0.00587936676566286	0.452259927236345	0.824571357816992		0.997867329167236		0.0404154057994062	0.0232344953461573	0.0141278942272473	0.0819245927579344	0.581275658321335		0.0931166700813732	0.0508412050960257	0.0143208578594481	0.0670977709057069	0.473104346633542		0.345783892052206		0.0429274303107617	0.024471533456781	0.0142486048401014	0.0793460204461088	0.449073401599848		0.0795936564745913	0.0532524856944609	0.0116893593229013	0.135041710911317	0.556251100681088		0.531552642513146		15018/143(15161)	16313/33(16346)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
22617#9134	Job code - historical: Packers, bottlers, canners, fillers	0.144889149358056	0.0192185032998799	0.0582079804269664	0.442207436510319		0.0131719090452848	0.0410265081422649	0.00348700613815912	0.748112994725021	0.932347834972931		-0.0154668882517376	0.0345170400098765	-0.00454690667170195	0.654114384776576	0.902221240512639		0.593235376215477		0.0122352358990993	0.0410755171047063	0.00323506733096129	0.765759265133116	0.967129629996157		-0.0665757218658909	0.0351476937080562	-0.0192185032998799	0.0582079804269664	0.442207436510319		0.144889149358056		0.0148603733799084	0.0430145340235324	0.00375244869492021	0.729662713566391	0.942432758006539		-0.0485142732695979	0.0366755602492531	-0.013419903833857	0.185999228318444	0.624718616447788		0.262231900932798		8433/50(8483)	9633/79(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
6138#6	Qualifications: Other professional qualifications eg: nursing, teaching	0.0266594542261325	0.0145283168563662	0.0583266934551456	0.442207436510319		-0.000835927869654802	0.00475929143445129	-0.00141324383659153	0.860567167748726	0.967917110342979		0.00437302885800829	0.00464796911711495	0.00722088318970837	0.346754510636233	0.746732653872861		0.43361609435063		-0.00596579925429362	0.00478640024790034	-0.0100283568582431	0.212585663174256	0.729136729615349		0.00892555069914063	0.0047147286273688	0.0145283168563662	0.0583266934551456	0.442207436510319		0.0266594542261325		-0.00400099144111626	0.00500318686204653	-0.00643432852670485	0.423861949965429	0.813374482504423		0.00786777637444135	0.00489600895834217	0.0123327414174253	0.10803809932335	0.504461361407453		0.0899824828731954		10030/5420(15450)	10244/6736(16980)	CAT-MUL	LOGISTIC-BINARY	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education
41272#H209	Operative procedures - OPCS4: H20.9 Unspecified endoscopic extirpation of lesion of colon	0.301497411052567	0.0130371560437843	0.0883667624387423	0.442681552198367		0.0257300791169373	0.049262101419374	0.00419073753488492	0.60129605026564	0.881841002782117		0.10924954220076	0.0640882966320731	0.0130371560437843	0.0883667624387423	0.442681552198367		0.301497411052567		0.00124386045953407	0.0496258747988273	0.000201005052208005	0.980004840254314	0.997746133392018		0.0386122377345362	0.0656958526338229	0.00449453496640953	0.5569127827912	0.88723687216616		0.649922069879237		0.0133994523732754	0.0517248981414173	0.00207832649605308	0.795525585460035	0.956989820719911		0.0782452379740528	0.067490048608749	0.0088686142480642	0.246392258960082	0.681701160007827		0.445697122359443		15517/32(15549)	17064/20(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20111#10	Illnesses of siblings: Alzheimer's disease/dementia	0.239310075047361	0.0184506678961669	0.040842203791325	0.442938343787285		0.0615352827410468	0.0483891658458779	0.0114805690322874	0.203227992822935	0.599441065375022		0.0269502375327489	0.0399398830810423	0.00565397648060284	0.499785964977894	0.848126453127828		0.581485559476218		0.0922071163402018	0.0450780119905778	0.0184506678961669	0.040842203791325	0.451178720007293		0.0224302300141797	0.038525856448606	0.00487784488805283	0.560439035240165	0.889445874497458		0.239310075047361		0.0874579843521482	0.0491722842609082	0.016052892336687	0.0751941988889671	0.442938343787285		0.0270361659658362	0.0407583553877249	0.00555802872762364	0.507090783392162	0.838898389595476		0.344129209707148		12248/36(12284)	14190/57(14247)	CAT-MUL	LOGISTIC-BINARY	Family history and early life factors	UK Biobank Assessment Centre > Touchscreen > Family history
20003#1140852948	Treatment/medication code: calcium+vitamin d 500units tablet	0.0757953710221047	0.0149784532846541	0.0617847837534323	0.442938343787285		-0.107313874954915	0.0773177294113435	-0.011148708413881	0.164470520920373	0.552452635455744		-0.0155163729962708	0.0247144267161965	-0.00480379097040702	0.530099771343518	0.856002808280774		0.258094584975179		-0.144069516597851	0.0771203597921796	-0.0149784532846541	0.0617847837534323	0.516508268236041		-0.000222999228650434	0.0248069416910865	-6.87796244781934e-05	0.992827618651505	0.99879385777154		0.0757953710221047		-0.145810338888148	0.0819576404983167	-0.0143039266912273	0.0744716275418917	0.442938343787285		-0.00922950944146605	0.0258577592402484	-0.00273109183700587	0.721129301155752	0.930473441204649		0.112002042195315		15536/13(15549)	16942/142(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
22601#71213337	Job coding: collector/door-to-door salesperson, canvasser, credit agent, insurance agent, travelling salesperson, commercial traveller	0.616186378780746	0.0193386009593218	0.0748683165763879	0.442938343787285		0.0335314716776377	0.0248086117459825	0.014677887267533	0.176417965564917	0.57169736320775		0.0606601096607344	0.0480996278905523	0.0127984619504483	0.207216917971536	0.650954388650664		0.616186378780746		0.0425349137857964	0.0245395312452435	0.0188212671348564	0.0829887771511375	0.581275658321335		0.033870074184718	0.0491389130391242	0.00699586347171469	0.490581281309799	0.86287227121053		0.874649115970751		0.0459031616117428	0.0257758359067718	0.0193386009593218	0.0748683165763879	0.442938343787285		0.0546108405469758	0.0506810243198954	0.0109378832828779	0.281089010632736	0.707222975357029		0.878284089819132		8350/133(8483)	9675/37(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
22617#7121	Job code - historical: Collector salespersons and credit agents	0.616186378780746	0.0193386009593218	0.0748683165763879	0.442938343787285		0.0335314716776377	0.0248086117459825	0.014677887267533	0.176417965564917	0.57169736320775		0.0606601096607344	0.0480996278905523	0.0127984619504483	0.207216917971536	0.650954388650664		0.616186378780746		0.0425349137857964	0.0245395312452435	0.0188212671348564	0.0829887771511375	0.581275658321335		0.033870074184718	0.0491389130391242	0.00699586347171469	0.490581281309799	0.86287227121053		0.874649115970751		0.0459031616117428	0.0257758359067718	0.0193386009593218	0.0748683165763879	0.442938343787285		0.0546108405469758	0.0506810243198954	0.0109378832828779	0.281089010632736	0.707222975357029		0.878284089819132		8350/133(8483)	9675/37(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
102130	Dessert consumers	0.549902908838019	0.0365197282398271	0.0750449722557176	0.442938343787285		-0.0177202849952001	0.0124430826911932	-0.0292335356985542	0.154251108283085	0.534869728591986		-0.0159316673800711	0.0122483029900878	-0.0255202897987174	0.193187348400264	0.631378370123827		0.91840669464391		-0.0224536533149058	0.0127209840647812	-0.0362256619566706	0.0774233792630425	0.574775256831052		-0.0117506445501123	0.0125942999706503	-0.0183087992819094	0.350630737296101	0.79393985784866		0.549902908838019		-0.0234598446434055	0.0131837109987219	-0.0365197282398271	0.0750449722557176	0.442938343787285		-0.0167366983574347	0.0129676182064366	-0.0253229956197492	0.196654508752492	0.636319618456623		0.716184806578353		1557/818(2375)	1689/911(2600)	CAT-SIN	LOGISTIC-BINARY	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Soup/snacks/pastries yesterday
41200#W242	Operative procedures - main OPCS4: W24.2 Closed reduction of fracture of long bone and rigid internal fixation NEC	0.408048608687226	0.0132270882498286	0.0990660609884186	0.443289272903873		0.0757911035752986	0.0459695875217356	0.0132270882498286	0.0990660609884186	0.443289272903873		0.036968448364571	0.0455631969517244	0.00620752329151849	0.417177742329556	0.801716142455255		0.548627734787754		0.0394596805849069	0.0472493299096841	0.00669771289914443	0.40363858126677	0.871704991756198		-0.0151301260285498	0.0460569755550384	-0.00251292278603079	0.742582530227724	0.939376379800652		0.408048608687226		0.0678702919880322	0.0486714697798447	0.0111853680599867	0.163086999981375	0.593032742768424		0.0129752144719313	0.0476645161750947	0.00208252193966011	0.785481847758495	0.944007141649656		0.42034868947696		15512/37(15549)	17042/42(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#T702	Operative procedures - OPCS4: T70.2 Tenotomy NEC	0.31029773121371	0.0131829748088007	0.084863240654313	0.444470181915671		0.0390096284263266	0.0396226558434416	0.00789871536511155	0.324671885415422	0.710973965009258		0.0490000386746461	0.0321446927073274	0.0116632467252393	0.127391800985842	0.526638297336513		0.844761821049296		-0.000504408458803791	0.0391688659901177	-0.000103278963174955	0.989725440080886	0.999011055060229		0.0506394399089089	0.0317296099110343	0.0122094934035288	0.110516289867452	0.561071714986838		0.31029773121371		0.0198648778823524	0.0411632806624205	0.003871661913229	0.629271916235346	0.912592823105212		0.057127573734939	0.0331541102496256	0.0131829748088007	0.084863240654313	0.444470181915671		0.480808001671635		15498/51(15549)	16998/86(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22617#4142	Job code - historical: Communication operators	0.338733305432657	0.0178849384064819	0.0994903570575172	0.444785706483878		-0.0901630393529665	0.0547543885401598	-0.0178849384064819	0.0994903570575172	0.444785706483878		-0.0242591675189804	0.0418045032458159	-0.00588813501051495	0.561764278700949	0.8685410031145		0.338733305432657		-0.0271625089333792	0.0539262143844336	-0.00547028441925131	0.614416786596331	0.937701174150736		-0.0675377913178629	0.0426014441420841	-0.0160842501020246	0.112935365550375	0.564707678671101		0.556865749054684		-0.0633051731758318	0.0571909176860867	-0.0120243911193214	0.268106143684788	0.705500950996834		-0.0563252216171407	0.0445433586111974	-0.0128267274368008	0.206215259696345	0.643886707387616		0.92329227731781		8454/29(8483)	9659/53(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
103200	Prawns intake	0.0295780869118724	0.033807525931249	0.0850364303791317	0.444940616601398		0.0368696579511518	0.0320736181340439	0.0227207701735796	0.268657540657895	0.666793464752218		-0.0390112069126066	0.0237772977553679	-0.0285756376410286	0.1455507254396	0.553882763721106		0.0573619307520804		0.0468614376592048	0.0338284279630845	0.0282632583074608	0.168762925740427	0.694827366612868		-0.0428832299447637	0.025125668160692	-0.0304600748241004	0.120783403765406	0.577100291760046		0.0331922958860865		0.0447845464030253	0.0345818608519811	0.0261073834893205	0.203678273980425	0.648124764118436		-0.0490321750008292	0.0257577063245089	-0.033807525931249	0.0850364303791317	0.444940616601398		0.0295780869118724		2371	2594	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday
41210#H229	Operative procedures - secondary OPCS4: H22.9 Unspecified diagnostic endoscopic examination of colon	0.224950643171572	0.0135346707808377	0.0768741600653232	0.445322469880173		0.0115670247260727	0.0187429861115736	0.00494993169649772	0.537101026809555	0.853722807990611		0.0211758711959639	0.0180512140182791	0.00897551887388743	0.24074337837009	0.67766213626644		0.711935283027382		0.00050103281059021	0.0187437518105456	0.000214390529885731	0.97867361490772	0.997447002868089		0.0322104850185848	0.0182075211776062	0.0135346707808377	0.0768741600653232	0.503263746002543		0.224950643171572		0.00726855567218796	0.0196317803543531	0.00296966108018183	0.711172701269276	0.939099455186348		0.0324810985405185	0.0188955900152919	0.0131514896874358	0.0856100532316015	0.445322469880173		0.354809384584737		15318/231(15549)	16813/271(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#M292	Operative procedures - OPCS4: M29.2 Endoscopic insertion of tubal prosthesis into ureter NEC	0.24336932577906	0.0131526017325496	0.0855835858537872	0.445322469880173		0.00622563691004702	0.0352094528327047	0.00141851662811507	0.859609226727905	0.967917110342979		0.0743471588424829	0.0465835147703884	0.012208422902391	0.110547543937805	0.489290514399037		0.24336932577906		0.0310061127182126	0.035238110187241	0.00705706674406103	0.37888601977988	0.852321323586648		0.0714406167528061	0.0466564272831673	0.0117121883972838	0.125802496256851	0.588954318002468		0.489212186699478		0.0207249220400814	0.0368247431920916	0.00451468152455395	0.573482152849649	0.901822058826419		0.0832616181170485	0.048426932882598	0.0131526017325496	0.0855835858537872	0.445322469880173		0.303984557963423		15485/64(15549)	17045/39(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#K635	Operative procedures - OPCS4: K63.5 Coronary arteriography using single catheter	0.268495793792	0.0139651835053623	0.0816038243693262	0.445459217683919		0.0709156030807023	0.0430961290332838	0.0132011160064624	0.099731019032892	0.445459217683919		0.00224767543884313	0.0446516739751263	0.000385157949958151	0.959851906334104	0.993292413664678		0.268495793792		0.0597493652831858	0.042542728998433	0.0112628169176609	0.160192985885818	0.689387032303403		0.0108336952869556	0.0441668082225105	0.00187634600806636	0.806274216104273	0.958901862211186		0.425065523445297		0.077782037572896	0.0446757391013378	0.0139651835053623	0.0816038243693262	0.449729762587745		0.00800438015690302	0.0463081789304799	0.00132242022755036	0.862778770021315	0.966551279513803		0.278179353575671		15507/42(15549)	17039/45(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W828	Operative procedures - OPCS4: W82.8 Other specified therapeutic endoscopic operations on semilunar cartilage	0.0295863688591785	0.0145267118232161	0.0700647079485536	0.445792151310839		-0.0794114860097336	0.0578929369379135	-0.0110060223315447	0.169939653360218	0.561325328353362		0.0881709521164238	0.0630354304866812	0.0106968727497626	0.162070667209701	0.5816887363135		0.0502245671911369		-0.105866431959472	0.0584060830407333	-0.0145267118232161	0.0700647079485536	0.554124993244122		0.0610619265958598	0.0640241117291041	0.00729201496088647	0.340550538846889	0.786179486413849		0.0540802685803482		-0.108596603232981	0.0614812165398069	-0.0141729319473235	0.0771668657416666	0.445792151310839		0.0874029510160336	0.0658510866817204	0.0101513008079466	0.184566792855235	0.623608739052835		0.0295863688591785		15525/24(15549)	17063/21(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#H208	Operative procedures - OPCS4: H20.8 Other specified endoscopic extirpation of lesion of colon	0.194333385312426	0.014148534251646	0.0776775268324333	0.445792151310839		-0.0656552711820682	0.0448515979107941	-0.0117456911467304	0.143018292395061	0.520822317191433		0.0154799007461637	0.0649590414124871	0.00182287457683539	0.811689769216259	0.950473725995397		0.304033090789135		-0.0742378615124288	0.0447204533973037	-0.0133120666058517	0.0969150850144215	0.60732000708619		0.028001025318656	0.0648499814272197	0.00330157374697163	0.666096236999298	0.922799220565578		0.194333385312426		-0.0830380773861458	0.0470979059183465	-0.014148534251646	0.0776775268324333	0.445792151310839		0.0234941946346384	0.0676662922159546	0.00265543057191441	0.728545475766526	0.932648171048738		0.196293310770221		15510/39(15549)	17063/21(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22602	Year job started	0.54438306209283	0.019053720759641	0.0590636449917307	0.445859509647619		-0.00213928667809143	0.00214484680696841	-0.0107431066930191	0.318526686762027	0.706484528792077		-0.0019780915939223	0.00207240281668943	-0.00963619839911191	0.339798657091409	0.742310025976099		0.956897537573163		-0.00215349468145327	0.0021261535746966	-0.0109095083587695	0.311087777124782	0.81201129166168		-0.00396531216824623	0.00210059847673923	-0.019053720759641	0.0590636449917307	0.445859509647619		0.54438306209283		-0.00266518663550814	0.00223333537367127	-0.0128532998087063	0.232693269962617	0.672120861366405		-0.00357876925489329	0.00218425023943931	-0.0165388740103051	0.10131926769073	0.485840908953662		0.769942883227409		8622	9814	INTEGER	LINEAR	Work environment	Online follow-up > Work environment > Employment history
41200#C712	Operative procedures - main OPCS4: C71.2 Phacoemulsification of lens	0.52322824312039	0.013181590054502	0.100233275025874	0.446092156567491		0.104935134192479	0.0639237821942165	0.013181590054502	0.100233275025874	0.446092156567491		0.0545922870350299	0.0582273262313049	0.00717913969828411	0.348077784745407	0.748022091145565		0.560421658799619		0.00266337828346653	0.0633960995563379	0.000336960907403877	0.966486858009568	0.997447002868089		-0.03871672790563	0.0574673133804504	-0.00515336798070459	0.500600961744778	0.864350479725616		0.628666954131566		0.0597865778168017	0.0662397160304808	0.00724644429088316	0.366225820232741	0.783593421673945		0.00272027311516535	0.0600280748822784	0.000346857654496717	0.963841367794619	0.993054320447854		0.52322824312039		15530/19(15549)	17058/26(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W891	Operative procedures - OPCS4: W89.1 Endoscopic chondroplasty NEC	0.263983593580312	0.013135653389511	0.0859876854361056	0.446428103698223		0.00711592386748064	0.0304837109932754	0.0018724117575791	0.815398826228841	0.955734563128026		0.057769756169022	0.0345680846318632	0.0127844256321482	0.0947143639882065	0.458783828980419		0.271750425154532		0.00997737031338275	0.0308908444465674	0.00259036838289473	0.746704386540656	0.963933239249356		0.0481840966939604	0.0352061266221128	0.0104699977818179	0.17116059779636	0.631402214489139		0.414651106630672		0.00810924940785653	0.0322252618360426	0.00201844257700711	0.801292055870378	0.958796080634033		0.0623307478928967	0.0363009602478905	0.013135653389511	0.0859876854361056	0.446428103698223		0.263983593580312		15462/87(15549)	17012/72(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
22601#41133206	Job coding: local government administrative officer or assistant or clerk	0.286272220206988	0.0191214781935946	0.0594889627925803	0.44654373336709		-0.0114076945093023	0.0174569434975374	-0.00709678976673116	0.513384707803691	0.842174056567237		-0.0105991505659441	0.011474416784114	-0.00937460479615469	0.35558634590995	0.753149164108517		0.96912625174191		0.000331750790973801	0.0173558477951644	0.000207586860181801	0.984747641314797	0.998262203372989		-0.0219605010007662	0.0116539213740537	-0.0191214781935946	0.0594889627925803	0.44654373336709		0.286272220206988		-0.00562284434121298	0.0182009476833278	-0.00335512738518067	0.757334239750892	0.949414793754445		-0.0204592615638448	0.0121274843019794	-0.0171192945555147	0.0915704563302821	0.454880107098997		0.497547674137111		8210/273(8483)	8986/726(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
22617#4113	Job code - historical: Local government clerical officers and assistants	0.286272220206988	0.0191214781935946	0.0594889627925803	0.44654373336709		-0.0114076945093023	0.0174569434975374	-0.00709678976673116	0.513384707803691	0.842174056567237		-0.0105991505659441	0.011474416784114	-0.00937460479615469	0.35558634590995	0.753149164108517		0.96912625174191		0.000331750790973801	0.0173558477951644	0.000207586860181801	0.984747641314797	0.998262203372989		-0.0219605010007662	0.0116539213740537	-0.0191214781935946	0.0594889627925803	0.44654373336709		0.286272220206988		-0.00562284434121298	0.0182009476833278	-0.00335512738518067	0.757334239750892	0.949414793754445		-0.0204592615638448	0.0121274843019794	-0.0171192945555147	0.0915704563302821	0.454880107098997		0.497547674137111		8210/273(8483)	8986/726(9712)	CAT-MUL	LOGISTIC-BINARY	Work environment	Online follow-up > Work environment > Employment history
90037	Average acceleration 10:00 - 10:59	0.808304755152141	0.0210636207174976	0.0596216762600204	0.446730326152484		-0.00474307899562123	0.00344043527076319	-0.0168188742279749	0.167978866931604	0.559439712277596		-0.00390850758897023	0.00330038914663702	-0.0132460366094927	0.236275734615243	0.672969128618909		0.861037285975496		-0.00509875485349891	0.00341449909753891	-0.0182167593974787	0.135344165098632	0.661796639658907		-0.00625427243089946	0.0033204465124627	-0.0210636207174976	0.0596216762600204	0.446730326152484		0.808304755152141		-0.00518872503024628	0.00357682303367905	-0.0176971478180648	0.146850680257227	0.565132970336066		-0.00562793755637047	0.00346854514340516	-0.0181464603442271	0.104669445386089	0.495826744405015		0.929755452796301		6720	7995	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration averages
5674	Severity of manic/irritable episodes	0.0755170454470862	0.0577838153686256	0.100545141138169	0.447078080406827		0.0392604220372635	0.023935028115494	0.0577838153686256	0.100545141138169	0.447078080406827		-0.0186151045633168	0.0220793539070309	-0.0272420980133119	0.398703483079373	0.785328990146712		0.0755170454470862		0.0100148695079958	0.0235687186991839	0.0149939405547207	0.670498652260965	0.949461138421431		0.0218734244849351	0.0224591233318385	0.0314669561566484	0.329588610346631	0.779359509711994		0.715671059788006		0.0255100325198086	0.0250222343096599	0.0359540613574446	0.307364663739991	0.742023278463032		0.00290593600039121	0.0231257562428561	0.00406193073308895	0.899898322246702	0.978540675500208		0.507062782698853		599/208(807)	705/256(961)	CAT-SIN	LOGISTIC-BINARY	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health
20003#1140878226	Treatment/medication code: diprobase cream	0.175863544411384	0.0131201020018951	0.0863598320811815	0.447565502980557		-0.0117116193427984	0.0610204057208817	-0.00154012705310713	0.847714798534619	0.965333763908842		0.0896013408682645	0.0666548632636387	0.0102744086215417	0.179298906011552	0.608771041792102		0.262238296835673		0.00418298711115129	0.0606264772915141	0.000553223239335797	0.945005464540762	0.997447002868089		0.110377859929416	0.0673769373869709	0.0125228234452845	0.101664344281919	0.540209637163261		0.241341922915544		-0.00855503500139881	0.063810110335249	-0.00107593866427968	0.893278982717929	0.98635378970795		0.119004945326916	0.0693467400838772	0.0131201020018951	0.0863598320811815	0.447565502980557		0.175863544411384		15528/21(15549)	17065/19(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
20530-0	Witnessed sudden violent death	1	0.0190319711387189	0.051011172299304	0.447638991113939		-999	-999	-0.00751501320811553	0.441055885259323	0.799882044440339		-999	-999	-0.0152933984889923	0.0905597513569575	0.447638991113939		1		-999	-999	-0.0190319711387189	0.051011172299304	0.480865317541439		-999	-999	-0.00808807505066661	0.370789287702436	0.811372510507427		1		-999	-999	-0.0157591682269158	0.106153398433238	0.500575832238764		-999	-999	-0.0128732562803252	0.15427938323143	0.58448212236041		1		8513/10511	11125/12246	CAT-SIN	MULTINOMIAL-LOGISTIC	Mental health	Online follow-up > Mental health > Traumatic events
20004#1427	Operation code: bladder surgery	0.200766628561692	0.012951061843149	0.0904894527534275	0.447638991113939		0.0101534258516477	0.0405995302264636	0.00200638785712703	0.802454175670684	0.953582365398263		-0.0532948257624063	0.031483647573368	-0.012951061843149	0.0904894527534275	0.447638991113939		0.216842760007144		0.0224832226875642	0.0402308723977145	0.00448187098861398	0.576271335023337	0.928072514490887		-0.0303024530555867	0.0314964568964051	-0.00736033868122596	0.336045320660201	0.783432577698678		0.301548504273792		0.0227779516816047	0.0422566387896612	0.00432435042830069	0.589750268022669	0.902435512054251		-0.0458004060074276	0.0329799952474836	-0.010624468083477	0.164931161155619	0.598333197680315		0.200766628561692		15501/48(15549)	16993/91(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
943	Frequency of stair climbing in last 4 weeks	0.605857465521436	0.0129952485587868	0.0905846187751648	0.447638991113939		-0.00642950496765813	0.0038305574777709	-0.0126374854836503	0.116054963650279	0.473034198462877		-0.00691468396823476	0.00378391082991494	-0.0129952485587868	0.0905846187751648	0.447638991113939		0.928200417498585		-0.000756511699330067	0.00392197885095169	-0.00147396426025127	0.854576610037753	0.982240651174294		-0.00361323551409392	0.00390756568221689	-0.00669383850286365	0.383394383651359	0.819024110621982		0.605857465521436		-0.00414265744469061	0.0041047370632461	-0.00772581205376492	0.336700645754965	0.769363955604531		-0.00570045873832816	0.00406335915429781	-0.0101724418702489	0.185278915987217	0.624488822586985		0.787381650575797		15464	16958	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity
41210#E091	Operative procedures - secondary OPCS4: E09.1 Excision of lesion of external nose	0.188757337497029	0.0141081712849976	0.0785283919646408	0.447667559952277		0.0941237920791009	0.0585170294187047	0.0129097920469413	0.107436007775882	0.46065487302945		-0.00487527389295344	0.0604926554789857	-0.000616479171031246	0.935781787899717	0.986322473660431		0.239490314933341		0.0843870956002098	0.0565216365772957	0.0119709582387218	0.135506010219437	0.661796639658907		-0.0166380139150642	0.0607898847663699	-0.00209312727898928	0.784416312550853	0.952613157430136		0.223576691601591		0.105537732842004	0.0600121014052649	0.0141081712849976	0.0785283919646408	0.447667559952277		-0.00901631028176733	0.0632122009607762	-0.00109090604778364	0.88662231999809	0.975504336489802		0.188757337497029		15526/23(15549)	17060/24(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
2335	Chest pain or discomfort	0.558739916098126	0.013195041118531	0.0935695032593547	0.447919925750473		0.0104840922311032	0.00639358999503039	0.013195041118531	0.101028294343555	0.447919925750473		0.0117435867824541	0.00700385370215205	0.0128674497337698	0.0935695032593547	0.455223736458684		0.894341592737308		0.00297183330247742	0.00643829680143543	0.00371459792836242	0.644356878119078	0.943108300302631		0.00856677192904465	0.0070786885246992	0.00928772637475465	0.226159570783504	0.699312647318401		0.558739916098126		0.00714075165568351	0.00672536065905142	0.00854426961296535	0.288311045390268	0.728357000324878		0.0108933329604875	0.00735844362379808	0.0113608572221915	0.13874025899534	0.560527450611756		0.706595588487827		13142/2303(15445)	14934/2048(16982)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain
