id	structure	category	a_n	b_n	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_rho	a_gap_gm_pval	a_gap_gm_fdr	NA.1	b_gap_gm_rho	b_gap_gm_pval	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_rho	a_gap_wm_pval	a_gap_wm_fdr	NA.4	b_gap_wm_rho	b_gap_wm_pval	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_rho	a_gap_gwm_pval	a_gap_gwm_fdr	NA.7	b_gap_gwm_rho	b_gap_gwm_pval	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP
RH_ThickAvg_lateraloccipital	Lateraloccipital (right)	cortical thickness	15317	16961	0.00237943816314767	0.113644121192205	7.47146304671131e-50	1.9337904356194e-49		-0.0800958733200153	3.19784937656835e-23	5.49630361597685e-23		-0.113644121192205	7.47146304671131e-50	1.9337904356194e-49		0.00237943816314767		-0.0658333221686536	3.50608152591889e-16	7.27677297832222e-16		-0.0829134430036874	2.94150740387122e-27	8.08914536064585e-27		0.123380029075426		-0.0782769778439467	3.00853228308472e-22	5.56199245612301e-22		-0.105781843371236	2.15293411519263e-43	5.84747537459727e-43		0.0128256323920313
LH_GrayVol_medialorbitofrontal	Medialorbitofrontal (left)	cortical volume	15317	16961	0.00324385078597733	0.118996502203438	2.08764691784805e-49	6.85496002875479e-49		-0.118996502203438	2.08764691784805e-49	6.85496002875479e-49		-0.0951076646080528	2.25826242222786e-35	4.64315638215074e-35		0.0301654789883714		-0.0667220538903085	1.39888633378883e-16	2.95918262916868e-16		-0.0339937971673941	9.53481467187058e-06	1.34465335116124e-05		0.00324385078597733		-0.0993484509204234	6.8083005131699e-35	1.82661721085046e-34		-0.0673852388628117	1.5787310320101e-18	2.84689202493625e-18		0.00388199280953327
RH_ThickAvg_parsorbitalis	Parsorbitalis (right)	cortical thickness	15317	16961	1.98848391124162e-05	0.11905754032594	1.86395557682027e-49	7.07017632586999e-49		-0.110369941442406	1.0420015377856e-42	2.90177643433965e-42		-0.0824817724025454	5.43820632793654e-27	9.88764786897553e-27		0.0115576343480492		-0.10865232727875	1.95191859740085e-41	9.5427131428486e-41		-0.061447766073167	1.16199407258125e-15	2.60855812212117e-15		1.98848391124162e-05		-0.11905754032594	1.86395557682027e-49	7.07017632586999e-49		-0.0774133636579049	5.82469104624099e-24	1.14413574122591e-23		0.000161501965647792
RH_SurfArea_transversetemporal	Transversetemporal (right)	cortical surface area	15317	16961	4.73974726467041e-06	0.112771380323571	4.10811800406821e-49	1.02702950101705e-48		-0.0629931597290154	6.0937966026218e-15	8.81996876695261e-15		-0.112771380323571	4.10811800406821e-49	1.02702950101705e-48		6.76032757551681e-06		-0.0146826680841137	0.0692466071622053	0.0797604899250532		-0.0589570765739519	1.55132360429945e-14	3.37912072223643e-14		6.95849458722808e-05		-0.0417428351443398	2.37679892402119e-07	3.22775162521396e-07		-0.0925131020819464	1.49170781520037e-33	3.38325483859878e-33		4.73974726467041e-06
LH_SurfArea_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical surface area	15317	16961	0.000220014627563714	0.111922199850747	2.12974732281368e-48	6.4184165893015e-48		-0.0797174475417477	5.11947657343685e-23	8.7308902802799e-23		-0.107631035788427	7.17740533468437e-45	1.71633605829409e-44		0.0115258413917563		-0.0572760737186887	1.31538641397947e-12	2.41154175896236e-12		-0.0982099668713126	1.29200198525106e-37	5.46616224529295e-37		0.000220014627563714		-0.0733398494969167	1.02097807879888e-19	1.78266013758535e-19		-0.111922199850747	2.12974732281368e-48	6.4184165893015e-48		0.000480401638013328
LH_GrayVol_bankssts	Bankssts (left)	cortical volume	15317	16961	0.204901925356304	0.111548695960523	4.37458849630178e-48	1.08135895414201e-47		-0.0975715284382108	1.03622138452026e-33	2.42519898504742e-33		-0.111548695960523	4.37458849630178e-48	1.08135895414201e-47		0.204901925356304		-0.0572981321834938	1.28962179775251e-12	2.3841747521475e-12		-0.0669502260807887	2.61315841601037e-18	6.24885708176393e-18		0.384734114797964		-0.0816397206970366	4.58292127704944e-24	9.08326739595384e-24		-0.0934685390415678	3.23140978439743e-34	7.48326476386773e-34		0.284925902958638
LH_ThickAvg_middletemporal	Middletemporal (left)	cortical thickness	15317	16961	0.000299714980110721	0.11713321869773	6.4541650543462e-48	2.08811222346495e-47		-0.11713321869773	6.4541650543462e-48	2.08811222346495e-47		-0.0845623688275622	2.73090574597764e-28	5.09151918741594e-28		0.00315644188363495		-0.0759600768226028	4.85585724241962e-21	1.27177213491942e-20		-0.0357867342091205	3.14483551832041e-06	4.52198571261758e-06		0.000299714980110721		-0.103293294743338	1.35259761464719e-37	3.91541414766292e-37		-0.0633769045204956	1.45266922162189e-16	2.45836329812935e-16		0.000310649771698257
RH_ThickAvg_middletemporal	Middletemporal (right)	cortical thickness	15317	16961	0.029642620859581	0.114408290304819	8.83120692500331e-46	2.66145962123387e-45		-0.114408290304819	8.83120692500331e-46	2.66145962123387e-45		-0.0941224499496661	1.12406648796705e-34	2.28976506808103e-34		0.0657951246717545		-0.0781218417705066	3.63377740371071e-22	1.02491157540558e-21		-0.0539846514808488	2.00359027012851e-12	3.97107981466912e-12		0.029642620859581		-0.102486380475175	4.92567938959891e-37	1.37170818444527e-36		-0.0788981084138078	7.89782091578006e-25	1.60881537173298e-24		0.032871641752116
LH_GrayVol_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical volume	15317	16961	0.187231581353178	0.107974388945644	3.79188630868412e-45	9.16719766934622e-45		-0.0934221361253999	4.93214484282118e-31	1.07432857962442e-30		-0.107974388945644	3.79188630868412e-45	9.16719766934622e-45		0.187231581353178		-0.0800048303770431	3.58189842670167e-23	1.07947623818406e-22		-0.0666518742940805	3.68520569658618e-18	8.7176908951501e-18		0.228463380761573		-0.0951102103710773	4.14791675351315e-32	1.04889848939413e-31		-0.0932215302201281	4.80604860964845e-34	1.1013861397111e-33		0.864270416682727
LH_GrayVol_inferiortemporal	Inferiortemporal (left)	cortical volume	15317	16961	0.744620016581334	0.110183240122284	4.86373200610081e-44	1.15056025950772e-43		-0.110183240122284	1.43607474172386e-42	3.9004499157932e-42		-0.106594670301001	4.86373200610081e-44	1.15056025950772e-43		0.744620016581334		-0.0648181689991468	9.86743701388541e-16	2.01003346579147e-15		-0.0627107722562998	2.99969265512977e-16	7.02055727796329e-16		0.849452718781711		-0.0916020884199845	6.77115876166678e-30	1.61919013865945e-29		-0.0889919504640621	3.65368086726476e-31	7.88048814508086e-31		0.813379545110599
RH_SurfArea_parstriangularis	Parstriangularis (right)	cortical surface area	15317	16961	0.0465465288570757	0.106174582499524	1.05073752542996e-43	2.45917293185735e-43		-0.090797839330234	2.11941680511931e-29	4.31733052894674e-29		-0.106174582499524	1.05073752542996e-43	2.45917293185735e-43		0.163645071000493		-0.0535986219586637	3.20975504052576e-11	5.56020558201313e-11		-0.0756931933753247	5.62547505508283e-23	1.43907501409096e-22		0.0465465288570757		-0.0783784512967376	2.65845518504603e-22	4.9564418704248e-22		-0.0983625805053507	9.97873211351294e-38	2.43924562774761e-37		0.0707845535837774
RH_ThickAvg_posteriorcingulate	Posteriorcingulate (right)	cortical thickness	15317	16961	0.0259617228993669	0.110293758869179	1.18779497677951e-42	3.26643618614365e-42		-0.110293758869179	1.18779497677951e-42	3.26643618614365e-42		-0.0871789058362386	5.70993826120986e-30	1.09233601518797e-29		0.0362564998234216		-0.0731686220149959	1.24124671311235e-19	2.93628254714749e-19		-0.0488820258195056	1.90859868311932e-10	3.38622347005041e-10		0.0287503605370212		-0.0969462635104017	2.66940487241753e-33	6.82871013874252e-33		-0.0723020303472167	4.24130404203006e-21	7.90751601056452e-21		0.0259617228993669
LH_ThickAvg_frontalpole	Frontalpole (left)	cortical thickness	15317	16961	1.25236145247509e-05	0.110034347868528	1.85397025676349e-42	6.1799008558783e-42		-0.102807074655951	2.95066668644946e-37	7.29378282043687e-37		-0.070200079525537	5.60262254681248e-20	8.500530760681e-20		0.00320512352578217		-0.0984154996865712	2.86107065031872e-34	1.23418733935317e-33		-0.0499976850499052	7.31497595193311e-11	1.3299956276242e-10		1.25236145247509e-05		-0.110034347868528	1.85397025676349e-42	6.1799008558783e-42		-0.064447154689542	4.46046006406488e-17	7.72678121334074e-17		3.76376026871572e-05
LH_SurfArea_parstriangularis	Parstriangularis (left)	cortical surface area	15317	16961	0.0212192365298334	0.103856924596322	6.96719467365187e-42	1.59664877937855e-41		-0.086504595175973	7.89970554525093e-27	1.49822001720276e-26		-0.103856924596322	6.96719467365187e-42	1.59664877937855e-41		0.116212846958756		-0.049295584340606	1.04011077326476e-09	1.64621849005933e-09		-0.0748798924975991	1.61499311003925e-22	4.08389062308776e-22		0.0212192365298334		-0.0731833970677844	1.22052007369387e-19	2.1142867418319e-19		-0.0984885384566882	8.06028093604243e-38	1.99242899542622e-37		0.0221967486848367
LH_SurfArea_superiortemporal	Superiortemporal (left)	cortical surface area	15317	16961	0.0596124135057228	0.103605390289086	1.09220768948701e-41	2.47717207924889e-41		-0.0827903952647191	1.05166354550082e-24	1.85092784008144e-24		-0.103605390289086	1.09220768948701e-41	2.47717207924889e-41		0.0596124135057228		-0.0356510163345997	1.02156116460777e-05	1.45937309229681e-05		-0.0529383070585678	5.28508333864211e-12	1.03814137009041e-11		0.12021986542396		-0.0638018664131034	2.73679684554075e-15	4.30068075727832e-15		-0.0843053317865508	3.96782249258922e-28	8.39347065740027e-28		0.0643884347353583
LH_SurfArea_lingual	Lingual (left)	cortical surface area	15317	16961	0.232289266214708	0.1028889514862	3.9066112347114e-41	8.76994358812763e-41		-0.0965457652982755	4.87809474401628e-33	1.09508249355467e-32		-0.1028889514862	3.9066112347114e-41	8.76994358812763e-41		0.565470458215029		-0.0310569019817802	0.000121219748874915	0.000167725438694851		-0.0443533854981182	7.56375176460974e-09	1.25114690843169e-08		0.232289266214708		-0.065629091077984	4.32294678841997e-16	6.89165430037966e-16		-0.0756337220565366	6.07878566094199e-23	1.16289812644108e-22		0.367069030765543
LH_ThickAvg_medialorbitofrontal	Medialorbitofrontal (left)	cortical thickness	15317	16961	9.24410104019557e-09	0.107872719798736	7.26784607484038e-41	2.35136196538953e-40		-0.106124263254053	1.33890489623425e-39	3.42510554850622e-39		-0.0601989836583234	4.31711555347419e-15	5.97336743248001e-15		3.33651580797234e-05		-0.0935865895619172	3.88273745196877e-31	1.49860042005812e-30		-0.0298201059313219	0.000102917542381419	0.000143302907113368		9.24410104019557e-09		-0.107872719798736	7.26784607484038e-41	2.35136196538953e-40		-0.0475975989062285	5.61095372031849e-10	7.96393431271012e-10		5.28114663111978e-08
RH_SurfArea_inferiortemporal	Inferiortemporal (right)	cortical surface area	15317	16961	0.172786462724717	0.101574077144116	3.95848135570027e-40	8.70865898254059e-40		-0.0911623252097564	1.26524265055797e-29	2.60143348712854e-29		-0.101574077144116	3.95848135570027e-40	8.70865898254059e-40		0.345806415296564		-0.067960347450357	3.8109505272344e-17	8.38409115991568e-17		-0.0830709600166639	2.34875166413202e-27	6.62468418088518e-27		0.172786462724717		-0.0859204219399026	1.72933039813262e-26	3.72992830969781e-26		-0.100060472889802	5.48394291891075e-39	1.41937346136514e-38		0.200712011899275
RH_SurfArea_superiortemporal	Superiortemporal (right)	cortical surface area	15317	16961	7.28792347317597e-05	0.101424311627723	5.14343598878278e-40	1.12035239359625e-39		-0.0595223991436375	1.68927298323944e-13	2.41324711891349e-13		-0.101424311627723	5.14343598878278e-40	1.12035239359625e-39		0.000154389063445892		-0.00219990601313499	0.785469670631007	0.807492184760848		-0.0435970141489526	1.35266193150105e-08	2.20433796244616e-08		0.000202381247703221		-0.0314494790843686	9.93163839307115e-05	0.000122064829412048		-0.0755347151266398	6.91498628516045e-23	1.31146291615112e-22		7.28792347317597e-05
RH_ThickAvg_bankssts	Bankssts (right)	cortical thickness	15317	16961	0.253948566789831	0.105793082916552	2.31241483158711e-39	5.84748578102488e-39		-0.105793082916552	2.31241483158711e-39	5.84748578102488e-39		-0.100217353732923	4.18385245943924e-39	9.0239955007513e-39		0.613180799437564		-0.0586676796989235	3.72206558367892e-13	6.99875579837062e-13		-0.0459853698665188	2.08911448425988e-09	3.56283090338894e-09		0.253948566789831		-0.0858129447413661	1.99632052847052e-26	4.22298573330302e-26		-0.0760266439901212	3.6387958101405e-23	7.08438122328239e-23		0.376870158483449
RH_SurfArea_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical surface area	15317	16961	0.135415813047038	0.100075466307767	5.3440394809102e-39	1.39962938785743e-38		-0.0829965152461005	8.06166764435652e-25	1.43029587238583e-24		-0.0954117462822146	1.37141701545585e-35	2.8463372018895e-35		0.261581126385535		-0.0738295953887623	5.82465360107571e-20	1.40815801344687e-19		-0.0903613035124402	4.41255207944839e-32	1.38680208211235e-31		0.135415813047038		-0.0858577180999466	1.88046269571598e-26	4.01652226269433e-26		-0.100075466307767	5.3440394809102e-39	1.39962938785743e-38		0.198250857884304
RH_SurfArea_parahippocampal	Parahippocampal (right)	cortical surface area	15317	16961	0.000166626228668365	0.0986844340010231	5.77965775706641e-38	1.4449144392666e-37		-0.0794270324137097	7.33518895926442e-23	1.23186379468563e-22		-0.0901277564658558	6.34246373457961e-32	1.25706488433109e-31		0.333608239514409		-0.0524803122311563	8.14224558876606e-11	1.35704093146101e-10		-0.0942177053000606	9.63206799081686e-35	3.53175826329952e-34		0.000166626228668365		-0.0697988030176526	5.2935037655123e-18	8.82250627585383e-18		-0.0986844340010231	5.77965775706641e-38	1.4449144392666e-37		0.00905671064739066
LH_ThickAvg_bankssts	Bankssts (left)	cortical thickness	15317	16961	0.616727266709592	0.0999240026902068	1.09154952456053e-37	2.33146500391569e-37		-0.0999240026902068	2.78896894569179e-35	6.66927356578472e-35		-0.0983095977050589	1.09154952456053e-37	2.33146500391569e-37		0.883717900948783		-0.0420027071384652	1.99981191470552e-07	3.03419738782906e-07		-0.0364319964513727	2.08274292576934e-06	3.09596921398145e-06		0.616727266709592		-0.0733589734796202	9.9891490342987e-20	1.75809023003657e-19		-0.0698154622289885	8.91164638488964e-20	1.63380183722977e-19		0.749339872230094
LH_SurfArea_parsopercularis	Parsopercularis (left)	cortical surface area	15317	16961	0.00456258113690056	0.0981715555993677	1.37870720261794e-37	2.91649600553795e-37		-0.070989952939994	1.43309607523906e-18	2.22028969403235e-18		-0.0981715555993677	1.37870720261794e-37	2.91649600553795e-37		0.0140468459170471		-0.0265223905202772	0.00102988028293459	0.00134067255766633		-0.0555169990423225	4.68268177709211e-13	9.45128432073637e-13		0.00917291571768031		-0.0517702576758577	1.45602461227369e-10	2.17908445374294e-10		-0.0832425130358052	1.83732081565994e-27	3.84962456614464e-27		0.00456258113690056
LH_GrayVol_lingual	Lingual (left)	cortical volume	15317	16961	0.310291897320956	0.0980970382687761	1.56374213230648e-37	3.27641208673739e-37		-0.0884812307313165	5.36032434952609e-28	1.0529208543712e-27		-0.0980970382687761	1.56374213230648e-37	3.27641208673739e-37		0.384207514019208		-0.0401550709343745	6.6796196858038e-07	9.99670973385603e-07		-0.0514416878234801	2.04976595027191e-11	3.88748714706742e-11		0.310291897320956		-0.0682583162148924	2.77725484590536e-17	4.5596721350685e-17		-0.0774217347725996	5.76005032445991e-24	1.1416315958389e-23		0.408577881813551
RH_ThickAvg_entorhinal	Entorhinal (right)	cortical thickness	15317	16961	0.120353886658884	0.0946554596513577	4.72721488846808e-35	1.13042095159019e-34		-0.0742726063629108	3.49464205986076e-20	5.69497224569902e-20		-0.0914687050269055	7.79809932266361e-33	1.55961986453272e-32		0.120353886658884		-0.073459441287347	8.90519745668511e-20	2.12950373964209e-19		-0.0829335344643506	2.85834280497921e-27	7.9599419885497e-27		0.392488684113479		-0.0798103560591485	4.56183606963088e-23	8.72699074190255e-23		-0.0946554596513577	4.72721488846808e-35	1.13042095159019e-34		0.179620910400795
LH_ThickAvg_posteriorcingulate	Posteriorcingulate (left)	cortical thickness	15317	16961	0.000713745731195425	0.0975252207151473	1.1116802757411e-33	2.5744174806636e-33		-0.0975252207151473	1.1116802757411e-33	2.5744174806636e-33		-0.0729172686432579	1.96440613349296e-21	3.1316619519453e-21		0.0261664500743992		-0.053023383897557	5.19335789396563e-11	8.92538360610291e-11		-0.015345763725037	0.0456925838058099	0.0531871345887734		0.000713745731195425		-0.0789051503942207	1.39526876354067e-22	2.64619937912886e-22		-0.0454321663801255	3.24735512880067e-09	4.49319577569904e-09		0.00257279795441634
RH_SurfArea_cuneus	Cuneus (right)	cortical surface area	15317	16961	0.0947442532215135	0.0922432153109645	2.29133218431837e-33	4.62470716100955e-33		-0.0737456985533458	6.41415282483438e-20	1.03000994267413e-19		-0.0922432153109645	2.29133218431837e-33	4.62470716100955e-33		0.0947442532215135		-0.0132600621594577	0.100847169480869	0.114362769514388		-0.0226283620493689	0.00321167112244725	0.00399190760982144		0.400536111780212		-0.0430782388445867	9.68093743328928e-08	1.33950077693311e-07		-0.0582330142078463	3.2311886850838e-14	5.04157099800309e-14		0.172885881753663
LH_SurfArea_lateraloccipital	Lateraloccipital (left)	cortical surface area	15317	16961	0.780955384239513	0.0918650774451727	7.48010427939905e-32	1.4693061977391e-31		-0.0918650774451727	4.65229718931213e-30	9.74767030141589e-30		-0.0900213566721118	7.48010427939905e-32	1.4693061977391e-31		0.867550152376456		-0.0597253559066641	1.3980534751848e-13	2.67453708296223e-13		-0.0580855949856584	3.74775434224791e-14	7.85243766947181e-14		0.882652411841164		-0.0816016141532104	4.81017051234582e-24	9.44854922067929e-24		-0.0785216266796574	1.31551044320783e-24	2.63102088641566e-24		0.780955384239513
RH_GrayVol_posteriorcingulate	Posteriorcingulate (right)	cortical volume	15317	16961	0.0080834801339793	0.0937337524427006	3.13334748047437e-31	6.89336445704361e-31		-0.0937337524427006	3.13334748047437e-31	6.89336445704361e-31		-0.0856363443183784	5.66319152916527e-29	1.06487362086868e-28		0.464000405985484		-0.0744399999116466	2.8789067099355e-20	7.11639860882933e-20		-0.0450223849585423	4.48751454781413e-09	7.53628397342831e-09		0.0080834801339793		-0.0908249525825912	2.03977055237184e-29	4.82526367227747e-29		-0.0667319991290276	3.36071366516396e-18	6.01103257183798e-18		0.0296395763363291
LH_SurfArea_superiorfrontal	Superiorfrontal (left)	cortical surface area	15317	16961	0.00199237344447867	0.0888728778073267	4.38425191195775e-31	8.53571168699739e-31		-0.0545923308868907	1.38148468039451e-11	1.86458055022572e-11		-0.0888728778073267	4.38425191195775e-31	8.53571168699739e-31		0.00199237344447867		-0.0181677525751328	0.0245691783703295	0.0301967555389525		-0.050090951649106	6.74504494776287e-11	1.23659157375653e-10		0.00414031524427894		-0.0411507050172303	3.50959557209865e-07	4.73687745927425e-07		-0.0741359972962895	4.19567062987909e-22	7.88929520148205e-22		0.00298675338536936
RH_ThickAvg_inferiortemporal	Inferiortemporal (right)	cortical thickness	15317	16961	0.00770430380101028	0.0936421131438618	3.58111394766742e-31	8.95278486916855e-31		-0.0859463483846055	1.67041827977137e-26	3.14095744914275e-26		-0.0754888274370292	7.34023044008514e-23	1.21417345625468e-22		0.345038173352774		-0.0854335481012151	3.30911986168155e-26	1.10303995389385e-25		-0.055878367053452	3.30457491567945e-13	6.73154149490258e-13		0.00770430380101028		-0.0936421131438618	3.58111394766742e-31	8.95278486916855e-31		-0.0714811072605145	1.1726170358525e-20	2.16786342762647e-20		0.0453179818896174
LH_ThickAvg_entorhinal	Entorhinal (left)	cortical thickness	15317	16961	0.112968505619133	0.0932868883647912	6.00267446723442e-31	1.48380717167592e-30		-0.0921574861640421	3.06117640374977e-30	6.47556546947067e-30		-0.0834265562993728	1.41098965068983e-27	2.60855229539296e-27		0.429936448481315		-0.0801503904821485	2.987699820867e-23	9.1290827859825e-23		-0.0625719954307165	3.48555682432137e-16	8.07181580369159e-16		0.112968505619133		-0.0932868883647912	6.00267446723442e-31	1.48380717167592e-30		-0.0785646029264944	1.24123186832735e-24	2.50523863332126e-24		0.183347955136427
LH_SurfArea_frontalpole	Frontalpole (left)	cortical surface area	15317	16961	0.0771886040853449	0.0928027656940292	1.20974633533707e-30	2.60925680170741e-30		-0.0928027656940292	1.20974633533707e-30	2.60925680170741e-30		-0.0755447099307519	6.82564924782083e-23	1.14629224009205e-22		0.118942316007047		-0.0669206189126905	1.13738987823255e-16	2.45319385501138e-16		-0.0472850541240758	7.26417510774899e-10	1.25836104228723e-09		0.0771886040853449		-0.0849734427490983	6.0895238064407e-26	1.27590022611138e-25		-0.0658172005466519	9.56422087630212e-18	1.69687789740844e-17		0.0839349385359698
RH_ThickAvg_isthmuscingulate	Isthmuscingulate (right)	cortical thickness	15317	16961	0.177286413849884	0.0925109909733151	1.84227756474189e-30	3.93496178876908e-30		-0.0925109909733151	1.84227756474189e-30	3.93496178876908e-30		-0.079049424855649	6.42909109616863e-25	1.12253971520405e-24		0.223776985309917		-0.0515039230659653	1.80716398425186e-10	2.98929380853691e-10		-0.0364934585774692	2.00186353582462e-06	3.01650669781792e-06		0.177286413849884		-0.0747016982114796	2.12449226380227e-20	3.76926046803629e-20		-0.0602778688598282	3.97673030719066e-15	6.38599027432077e-15		0.193656067989129
RH_SurfArea_superiorfrontal	Superiorfrontal (right)	cortical surface area	15317	16961	0.000836359766232642	0.0876305454973361	2.89417161504887e-30	5.58524346763817e-30		-0.0510124910107102	2.68476596560377e-10	3.49496161202858e-10		-0.0876305454973361	2.89417161504887e-30	5.58524346763817e-30		0.000963143384294041		-0.0225931285934666	0.00517650234887449	0.0066598275833473		-0.0585771322121537	2.28241575800675e-14	4.92285751726946e-14		0.00122224354935385		-0.0419740390286482	2.03837793182055e-07	2.78536114907156e-07		-0.0790715455789173	6.2383860412398e-25	1.28265881221753e-24		0.000836359766232642
RH_GrayVol_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical volume	15317	16961	0.26821161190097	0.0869184124933482	2.5246274992342e-29	4.78808663647866e-29		-0.083736115829722	3.0889182156482e-25	5.52489436945206e-25		-0.0861826614458294	2.5246274992342e-29	4.78808663647866e-29		0.82504245680903		-0.0742987466963073	3.39055021729468e-20	8.28801164227589e-20		-0.0620137254077865	6.3549192775175e-16	1.44132189799366e-15		0.26821161190097		-0.0869184124933482	4.52042617642805e-27	9.84647285954625e-27		-0.0793354502814382	4.35287625704586e-25	9.03427147688763e-25		0.493363229894936
RH_ThickAvg_frontalpole	Frontalpole (right)	cortical thickness	15317	16961	5.33782241696201e-06	0.0906725020761548	2.52959571122431e-29	5.92033038797179e-29		-0.0838793498485739	2.56269448620286e-25	4.62125235216909e-25		-0.0506879653395441	3.99932994688078e-11	4.97091857804391e-11		0.00277821052456151		-0.0811124994639064	8.93450236878732e-24	2.76843735370875e-23		-0.0305482789239543	6.9355603566149e-05	9.7186196079954e-05		5.33782241696201e-06		-0.0906725020761548	2.52959571122431e-29	5.92033038797179e-29		-0.0438296233453665	1.1323778723847e-08	1.53779711064589e-08		2.42207537883843e-05
LH_SurfArea_cuneus	Cuneus (left)	cortical surface area	15317	16961	0.171501114549063	0.0898353807872957	8.19411010638687e-29	1.65385708569276e-28		-0.0898353807872957	8.19411010638687e-29	1.65385708569276e-28		-0.0800442528445612	1.64599303751288e-25	2.92031022784543e-25		0.37631440613924		-0.0304118955455647	0.000167362854888443	0.000228694584319612		-0.0151769264632272	0.0481281984892205	0.0557273877243606		0.171501114549063		-0.0618026461415474	1.94435710297997e-14	3.03374867131627e-14		-0.0482242596915527	3.32690907254602e-10	4.78379082326879e-10		0.221794025686193
LH_ThickAvg_inferiortemporal	Inferiortemporal (left)	cortical thickness	15317	16961	0.000403370185571905	0.0897841728522355	8.80183065121549e-29	1.7603661302431e-28		-0.0897841728522355	8.80183065121549e-29	1.7603661302431e-28		-0.0565420497647656	1.73224596217689e-13	2.30966128290252e-13		0.00271463239846104		-0.0562727998853792	3.2092322838611e-12	5.83496778883836e-12		-0.0180919561820952	0.0184795362348977	0.0219756647117702		0.000603158493888811		-0.0785117857796855	2.25907235258326e-22	4.24782835528476e-22		-0.0392148416868259	3.25660903641975e-07	4.18978940358096e-07		0.000403370185571905
RH_ThickAvg_insula	Insula (right)	cortical thickness	15317	16961	3.5534600018039e-07	0.0883829286071544	6.13652136936981e-28	1.40628614714725e-27		-0.0871811401191863	3.16710837845336e-27	6.05881602834556e-27		-0.0508191623431134	3.56250937504468e-11	4.45313671880585e-11		0.00104604463437097		-0.079245817583416	9.17449448554613e-23	2.72755241462182e-22		-0.0226510791660149	0.00318107422985245	0.00398113730994449		3.5534600018039e-07		-0.0883829286071544	6.13652136936981e-28	1.40628614714725e-27		-0.0381244605028867	6.84100788087518e-07	8.64955019421e-07		5.96741823022384e-06
LH_ThickAvg_isthmuscingulate	Isthmuscingulate (left)	cortical thickness	15317	16961	0.325594751978994	0.0879606820510894	1.09509989207498e-27	2.13205288722562e-27		-0.0879606820510894	1.09509989207498e-27	2.13205288722562e-27		-0.0781586436419297	2.1465383959585e-24	3.68936286805367e-24		0.375934647494105		-0.035386297876521	1.18802686313187e-05	1.6862316767033e-05		-0.0248557011842508	0.00120856208328277	0.0015732760847468		0.344394362963896		-0.0644055120192104	1.49596355980865e-15	2.36771210904966e-15		-0.0534853216907487	3.1902701573859e-12	4.71046600419395e-12		0.325594751978994
LH_GrayVol_parahippocampal	Parahippocampal (left)	cortical volume	15317	16961	0.382082356578868	0.0833108306615464	1.66591092786983e-27	3.05417003442802e-27		-0.0736271690256998	7.34872447913145e-20	1.1715357865282e-19		-0.0833108306615464	1.66591092786983e-27	3.05417003442802e-27		0.382082356578868		-0.0525284811205068	7.82528714904134e-11	1.31417036090771e-10		-0.0581871937902941	3.38375349966375e-14	7.15794009544255e-14		0.610626789007		-0.0673859693433138	6.98648151977653e-17	1.12191674040207e-16		-0.0757644997812181	5.12588605408142e-23	9.89206080612204e-23		0.44996436879321
LH_ThickAvg_rostralanteriorcingulate	Rostralanteriorcingulate (left)	cortical thickness	15317	16961	5.93472522236738e-08	0.0876196620247505	1.74469688814736e-27	3.91666648359611e-27		-0.0846633910097949	9.16785387221873e-26	1.68077320990677e-25		-0.0430206901603688	2.09304208745733e-08	2.48902302292223e-08		0.000175837835878268		-0.0785294314200231	2.21087807064905e-22	6.31679448756871e-22		-0.0182610098253656	0.0174122970090176	0.0208190507716515		5.93472522236738e-08		-0.0876196620247505	1.74469688814736e-27	3.91666648359611e-27		-0.0313489902625924	4.44929260350129e-05	5.29105066362316e-05		4.03985855212952e-07
LH_ThickAvg_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical thickness	15317	16961	2.11845583297787e-07	0.0870652536139257	3.70574888671785e-27	8.15264755077927e-27		-0.0751863719980704	1.206779834972e-20	1.99617717063038e-20		-0.0424061825332188	3.31353359357133e-08	3.91923328271878e-08		0.00316715739167739		-0.0847790577799358	7.87149354262337e-26	2.58466952145842e-25		-0.0271356167122789	0.000409537771128959	0.000549379936880311		2.11845583297787e-07		-0.0870652536139257	3.70574888671785e-27	8.15264755077927e-27		-0.0368460665564173	1.59305437867047e-06	1.99131797333809e-06		6.08939571855593e-06
RH_SurfArea_lingual	Lingual (right)	cortical surface area	15317	16961	0.305774609427247	0.0847008680792883	1.37586927300629e-26	2.48107573820806e-26		-0.0847008680792883	8.72619160624015e-26	1.61324550703599e-25		-0.0818254446093231	1.37586927300629e-26	2.48107573820806e-26		0.795062801725361		-0.0171281984313705	0.0340520963349481	0.0413892883629203		-0.0285386944406936	0.000201877833886226	0.000275857909658197		0.305774609427247		-0.0509968011789127	2.718747300904e-10	4.0413811229654e-10		-0.0549292540300264	8.21612463584789e-13	1.24658442750796e-12		0.723522411805205
